Round 1 - Start Time: 04.30 AM
Iteration 7 - 16th Oct : 04.42 AM
Iteration 8 - 16th Oct : 04.42 AM
Iteration 9 - 16th Oct : 04.42 AM
Iteration 10 - 16th Oct : 04.42 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.42 AM
Iteration 2 - 16th Oct : 04.42 AM
Iteration 3 - 16th Oct : 04.42 AM
Iteration 4 - 16th Oct : 04.42 AM
Iteration 5 - 16th Oct : 04.42 AM
Iteration 6 - 16th Oct : 04.42 AM
Iteration 7 - 16th Oct : 04.42 AM
Iteration 8 - 16th Oct : 04.42 AM
Iteration 9 - 16th Oct : 04.42 AM
Iteration 10 - 16th Oct : 04.42 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.42 AM
Iteration 2 - 16th Oct : 04.42 AM
Iteration 3 - 16th Oct : 04.42 AM
Iteration 4 - 16th Oct : 04.42 AM
Iteration 5 - 16th Oct : 04.43 AM
Iteration 6 - 16th Oct : 04.43 AM
Iteration 7 - 16th Oct : 04.43 AM
Iteration 8 - 16th Oct : 04.43 AM
Iteration 9 - 16th Oct : 04.43 AM
Iteration 10 - 16th Oct : 04.43 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.43 AM
Iteration 2 - 16th Oct : 04.43 AM
Iteration 3 - 16th Oct : 04.43 AM
Iteration 4 - 16th Oct : 04.43 AM
Iteration 5 - 16th Oct : 04.43 AM
Iteration 6 - 16th Oct : 04.43 AM
Iteration 7 - 16th Oct : 04.43 AM
Iteration 8 - 16th Oct : 04.43 AM
Iteration 9 - 16th Oct : 04.43 AM
Iteration 10 - 16th Oct : 04.43 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.43 AM
Iteration 2 - 16th Oct : 04.43 AM
Iteration 3 - 16th Oct : 04.43 AM
Iteration 4 - 16th Oct : 04.43 AM
Iteration 5 - 16th Oct : 04.43 AM
Iteration 6 - 16th Oct : 04.43 AM
Iteration 7 - 16th Oct : 04.43 AM
Iteration 8 - 16th Oct : 04.43 AM
Iteration 9 - 16th Oct : 04.43 AM
Iteration 10 - 16th Oct : 04.43 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.43 AM
Iteration 2 - 16th Oct : 04.43 AM
Iteration 3 - 16th Oct : 04.43 AM
Iteration 4 - 16th Oct : 04.43 AM
Iteration 5 - 16th Oct : 04.43 AM
Iteration 6 - 16th Oct : 04.44 AM
Iteration 7 - 16th Oct : 04.44 AM
Iteration 8 - 16th Oct : 04.44 AM
Iteration 9 - 16th Oct : 04.44 AM
Iteration 10 - 16th Oct : 04.44 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.44 AM
Iteration 2 - 16th Oct : 04.44 AM
Iteration 3 - 16th Oct : 04.44 AM
Iteration 4 - 16th Oct : 04.44 AM
Iteration 5 - 16th Oct : 04.44 AM
Iteration 6 - 16th Oct : 04.44 AM
Iteration 7 - 16th Oct : 04.44 AM
Iteration 8 - 16th Oct : 04.44 AM
Iteration 9 - 16th Oct : 04.44 AM
Iteration 10 - 16th Oct : 04.44 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.44 AM
Iteration 2 - 16th Oct : 04.44 AM
Iteration 3 - 16th Oct : 04.44 AM
Iteration 4 - 16th Oct : 04.44 AM
Iteration 5 - 16th Oct : 04.44 AM
Iteration 6 - 16th Oct : 04.44 AM
Iteration 7 - 16th Oct : 04.44 AM
Iteration 8 - 16th Oct : 04.44 AM
Iteration 9 - 16th Oct : 04.44 AM
Iteration 10 - 16th Oct : 04.44 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.44 AM
Iteration 2 - 16th Oct : 04.44 AM
Iteration 3 - 16th Oct : 04.44 AM
Iteration 4 - 16th Oct : 04.44 AM
Iteration 5 - 16th Oct : 04.44 AM
Iteration 6 - 16th Oct : 04.44 AM
Iteration 7 - 16th Oct : 04.45 AM
Iteration 8 - 16th Oct : 04.45 AM
Iteration 9 - 16th Oct : 04.45 AM
Iteration 10 - 16th Oct : 04.45 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.45 AM
Iteration 2 - 16th Oct : 04.45 AM
Iteration 3 - 16th Oct : 04.45 AM
Iteration 4 - 16th Oct : 04.45 AM
Iteration 5 - 16th Oct : 04.45 AM
Iteration 6 - 16th Oct : 04.45 AM
Iteration 7 - 16th Oct : 04.45 AM
Iteration 8 - 16th Oct : 04.45 AM
Iteration 9 - 16th Oct : 04.45 AM
Iteration 10 - 16th Oct : 04.45 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.45 AM
Iteration 2 - 16th Oct : 04.45 AM
Iteration 3 - 16th Oct : 04.45 AM
Iteration 4 - 16th Oct : 04.45 AM
Iteration 5 - 16th Oct : 04.45 AM
Iteration 6 - 16th Oct : 04.45 AM
Iteration 7 - 16th Oct : 04.45 AM
Iteration 8 - 16th Oct : 04.45 AM
Iteration 9 - 16th Oct : 04.45 AM
Iteration 10 - 16th Oct : 04.45 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.45 AM
Iteration 2 - 16th Oct : 04.45 AM
Iteration 3 - 16th Oct : 04.45 AM
Iteration 4 - 16th Oct : 04.45 AM
Iteration 5 - 16th Oct : 04.45 AM
Iteration 6 - 16th Oct : 04.45 AM
Iteration 7 - 16th Oct : 04.45 AM
Iteration 8 - 16th Oct : 04.46 AM
Iteration 9 - 16th Oct : 04.46 AM
Iteration 10 - 16th Oct : 04.46 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.46 AM
Iteration 2 - 16th Oct : 04.46 AM
Iteration 3 - 16th Oct : 04.46 AM
Iteration 4 - 16th Oct : 04.46 AM
Iteration 5 - 16th Oct : 04.46 AM
Iteration 6 - 16th Oct : 04.46 AM
Iteration 7 - 16th Oct : 04.46 AM
Iteration 8 - 16th Oct : 04.46 AM
Iteration 9 - 16th Oct : 04.46 AM
Iteration 10 - 16th Oct : 04.46 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.46 AM
Iteration 2 - 16th Oct : 04.46 AM
Iteration 3 - 16th Oct : 04.46 AM
Iteration 4 - 16th Oct : 04.46 AM
Iteration 5 - 16th Oct : 04.46 AM
Iteration 6 - 16th Oct : 04.46 AM
Iteration 7 - 16th Oct : 04.46 AM
Iteration 8 - 16th Oct : 04.46 AM
Iteration 9 - 16th Oct : 04.46 AM
Iteration 10 - 16th Oct : 04.46 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.46 AM
Iteration 2 - 16th Oct : 04.46 AM
Iteration 3 - 16th Oct : 04.46 AM
Iteration 4 - 16th Oct : 04.46 AM
Iteration 5 - 16th Oct : 04.46 AM
Iteration 6 - 16th Oct : 04.46 AM
Iteration 7 - 16th Oct : 04.46 AM
Iteration 8 - 16th Oct : 04.47 AM
Iteration 9 - 16th Oct : 04.47 AM
Iteration 10 - 16th Oct : 04.47 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.47 AM
Iteration 2 - 16th Oct : 04.47 AM
Iteration 3 - 16th Oct : 04.47 AM
Iteration 4 - 16th Oct : 04.47 AM
Iteration 5 - 16th Oct : 04.47 AM
Iteration 6 - 16th Oct : 04.47 AM
Iteration 7 - 16th Oct : 04.47 AM
Iteration 8 - 16th Oct : 04.47 AM
Iteration 9 - 16th Oct : 04.47 AM
Iteration 10 - 16th Oct : 04.47 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.47 AM
Iteration 2 - 16th Oct : 04.47 AM
Iteration 3 - 16th Oct : 04.47 AM
Iteration 4 - 16th Oct : 04.47 AM
Iteration 5 - 16th Oct : 04.47 AM
Iteration 6 - 16th Oct : 04.47 AM
Iteration 7 - 16th Oct : 04.47 AM
Iteration 8 - 16th Oct : 04.47 AM
Iteration 9 - 16th Oct : 04.47 AM
Iteration 10 - 16th Oct : 04.47 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.47 AM
Iteration 2 - 16th Oct : 04.47 AM
Iteration 3 - 16th Oct : 04.47 AM
Iteration 4 - 16th Oct : 04.47 AM
Iteration 5 - 16th Oct : 04.47 AM
Iteration 6 - 16th Oct : 04.47 AM
Iteration 7 - 16th Oct : 04.47 AM
Iteration 8 - 16th Oct : 04.47 AM
Iteration 9 - 16th Oct : 04.48 AM
Iteration 10 - 16th Oct : 04.48 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.48 AM
Iteration 2 - 16th Oct : 04.48 AM
Iteration 3 - 16th Oct : 04.48 AM
Iteration 4 - 16th Oct : 04.48 AM
Iteration 5 - 16th Oct : 04.48 AM
Iteration 6 - 16th Oct : 04.48 AM
Iteration 7 - 16th Oct : 04.48 AM
Iteration 8 - 16th Oct : 04.48 AM
Iteration 9 - 16th Oct : 04.48 AM
Iteration 10 - 16th Oct : 04.48 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.48 AM
Iteration 2 - 16th Oct : 04.48 AM
Iteration 3 - 16th Oct : 04.48 AM
Iteration 4 - 16th Oct : 04.48 AM
Iteration 5 - 16th Oct : 04.48 AM
Iteration 6 - 16th Oct : 04.48 AM
Iteration 7 - 16th Oct : 04.48 AM
Iteration 8 - 16th Oct : 04.48 AM
Iteration 9 - 16th Oct : 04.48 AM
Iteration 10 - 16th Oct : 04.48 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.48 AM
Iteration 2 - 16th Oct : 04.48 AM
Iteration 3 - 16th Oct : 04.48 AM
Iteration 4 - 16th Oct : 04.48 AM
Iteration 5 - 16th Oct : 04.48 AM
Iteration 6 - 16th Oct : 04.48 AM
Iteration 7 - 16th Oct : 04.48 AM
Iteration 8 - 16th Oct : 04.48 AM
Iteration 9 - 16th Oct : 04.48 AM
Iteration 10 - 16th Oct : 04.49 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.49 AM
Iteration 2 - 16th Oct : 04.49 AM
Iteration 3 - 16th Oct : 04.49 AM
Iteration 4 - 16th Oct : 04.49 AM
Iteration 5 - 16th Oct : 04.49 AM
Iteration 6 - 16th Oct : 04.49 AM
Iteration 7 - 16th Oct : 04.49 AM
Iteration 8 - 16th Oct : 04.49 AM
Iteration 9 - 16th Oct : 04.49 AM
Iteration 10 - 16th Oct : 04.49 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.49 AM
Iteration 2 - 16th Oct : 04.49 AM
Iteration 3 - 16th Oct : 04.49 AM
Iteration 4 - 16th Oct : 04.49 AM
Iteration 5 - 16th Oct : 04.49 AM
Iteration 6 - 16th Oct : 04.49 AM
Iteration 7 - 16th Oct : 04.49 AM
Iteration 8 - 16th Oct : 04.49 AM
Iteration 9 - 16th Oct : 04.49 AM
Iteration 10 - 16th Oct : 04.49 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.49 AM
Iteration 2 - 16th Oct : 04.49 AM
Iteration 3 - 16th Oct : 04.49 AM
Iteration 4 - 16th Oct : 04.49 AM
Iteration 5 - 16th Oct : 04.49 AM
Iteration 6 - 16th Oct : 04.49 AM
Iteration 7 - 16th Oct : 04.49 AM
Iteration 8 - 16th Oct : 04.49 AM
Iteration 9 - 16th Oct : 04.49 AM
Iteration 10 - 16th Oct : 04.50 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.50 AM
Iteration 2 - 16th Oct : 04.50 AM
Iteration 3 - 16th Oct : 04.50 AM
Iteration 4 - 16th Oct : 04.50 AM
Iteration 5 - 16th Oct : 04.50 AM
Iteration 6 - 16th Oct : 04.50 AM
Iteration 7 - 16th Oct : 04.50 AM
Iteration 8 - 16th Oct : 04.50 AM
Iteration 9 - 16th Oct : 04.50 AM
Iteration 10 - 16th Oct : 04.50 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.50 AM
Iteration 2 - 16th Oct : 04.50 AM
Iteration 3 - 16th Oct : 04.50 AM
Iteration 4 - 16th Oct : 04.50 AM
Iteration 5 - 16th Oct : 04.50 AM
Iteration 6 - 16th Oct : 04.50 AM
Iteration 7 - 16th Oct : 04.50 AM
Iteration 8 - 16th Oct : 04.50 AM
Iteration 9 - 16th Oct : 04.50 AM
Iteration 10 - 16th Oct : 04.50 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.50 AM
Iteration 2 - 16th Oct : 04.50 AM
Iteration 3 - 16th Oct : 04.50 AM
Iteration 4 - 16th Oct : 04.50 AM
Iteration 5 - 16th Oct : 04.50 AM
Iteration 6 - 16th Oct : 04.50 AM
Iteration 7 - 16th Oct : 04.50 AM
Iteration 8 - 16th Oct : 04.50 AM
Iteration 9 - 16th Oct : 04.50 AM
Iteration 10 - 16th Oct : 04.50 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.51 AM
Iteration 2 - 16th Oct : 04.51 AM
Iteration 3 - 16th Oct : 04.51 AM
Iteration 4 - 16th Oct : 04.51 AM
Iteration 5 - 16th Oct : 04.51 AM
Iteration 6 - 16th Oct : 04.51 AM
Iteration 7 - 16th Oct : 04.51 AM
Iteration 8 - 16th Oct : 04.51 AM
Iteration 9 - 16th Oct : 04.51 AM
Iteration 10 - 16th Oct : 04.51 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.51 AM
Iteration 2 - 16th Oct : 04.51 AM
Iteration 3 - 16th Oct : 04.51 AM
Iteration 4 - 16th Oct : 04.51 AM
Iteration 5 - 16th Oct : 04.51 AM
Iteration 6 - 16th Oct : 04.51 AM
Iteration 7 - 16th Oct : 04.51 AM
Iteration 8 - 16th Oct : 04.51 AM
Iteration 9 - 16th Oct : 04.51 AM
Iteration 10 - 16th Oct : 04.51 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.51 AM
Iteration 2 - 16th Oct : 04.51 AM
Iteration 3 - 16th Oct : 04.51 AM
Iteration 4 - 16th Oct : 04.51 AM
Iteration 5 - 16th Oct : 04.51 AM
Iteration 6 - 16th Oct : 04.51 AM
Iteration 7 - 16th Oct : 04.51 AM
Iteration 8 - 16th Oct : 04.51 AM
Iteration 9 - 16th Oct : 04.51 AM
Iteration 10 - 16th Oct : 04.51 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.51 AM
Iteration 2 - 16th Oct : 04.52 AM
Iteration 3 - 16th Oct : 04.52 AM
Iteration 4 - 16th Oct : 04.52 AM
Iteration 5 - 16th Oct : 04.52 AM
Iteration 6 - 16th Oct : 04.52 AM
Iteration 7 - 16th Oct : 04.52 AM
Iteration 8 - 16th Oct : 04.52 AM
Iteration 9 - 16th Oct : 04.52 AM
Iteration 10 - 16th Oct : 04.52 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.52 AM
Iteration 2 - 16th Oct : 04.52 AM
Iteration 3 - 16th Oct : 04.52 AM
Iteration 4 - 16th Oct : 04.52 AM
Iteration 5 - 16th Oct : 04.52 AM
Iteration 6 - 16th Oct : 04.52 AM
Iteration 7 - 16th Oct : 04.52 AM
Iteration 8 - 16th Oct : 04.52 AM
Iteration 9 - 16th Oct : 04.52 AM
Iteration 10 - 16th Oct : 04.52 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.52 AM
Iteration 2 - 16th Oct : 04.52 AM
Iteration 3 - 16th Oct : 04.52 AM
Iteration 4 - 16th Oct : 04.52 AM
Iteration 5 - 16th Oct : 04.52 AM
Iteration 6 - 16th Oct : 04.52 AM
Iteration 7 - 16th Oct : 04.52 AM
Iteration 8 - 16th Oct : 04.52 AM
Iteration 9 - 16th Oct : 04.52 AM
Iteration 10 - 16th Oct : 04.52 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.52 AM
Iteration 2 - 16th Oct : 04.52 AM
Iteration 3 - 16th Oct : 04.53 AM
Iteration 4 - 16th Oct : 04.53 AM
Iteration 5 - 16th Oct : 04.53 AM
Iteration 6 - 16th Oct : 04.53 AM
Iteration 7 - 16th Oct : 04.53 AM
Iteration 8 - 16th Oct : 04.53 AM
Iteration 9 - 16th Oct : 04.53 AM
Iteration 10 - 16th Oct : 04.53 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.53 AM
Iteration 2 - 16th Oct : 04.53 AM
Iteration 3 - 16th Oct : 04.53 AM
Iteration 4 - 16th Oct : 04.53 AM
Iteration 5 - 16th Oct : 04.53 AM
Iteration 6 - 16th Oct : 04.53 AM
Iteration 7 - 16th Oct : 04.53 AM
Iteration 8 - 16th Oct : 04.53 AM
Iteration 9 - 16th Oct : 04.53 AM
Iteration 10 - 16th Oct : 04.53 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.53 AM
Iteration 2 - 16th Oct : 04.53 AM
Iteration 3 - 16th Oct : 04.53 AM
Iteration 4 - 16th Oct : 04.53 AM
Iteration 5 - 16th Oct : 04.53 AM
Iteration 6 - 16th Oct : 04.53 AM
Iteration 7 - 16th Oct : 04.53 AM
Iteration 8 - 16th Oct : 04.53 AM
Iteration 9 - 16th Oct : 04.53 AM
Iteration 10 - 16th Oct : 04.53 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.53 AM
Iteration 2 - 16th Oct : 04.53 AM
Iteration 3 - 16th Oct : 04.54 AM
Iteration 4 - 16th Oct : 04.54 AM
Iteration 5 - 16th Oct : 04.54 AM
Iteration 6 - 16th Oct : 04.54 AM
Iteration 7 - 16th Oct : 04.54 AM
Iteration 8 - 16th Oct : 04.54 AM
Iteration 9 - 16th Oct : 04.54 AM
Iteration 10 - 16th Oct : 04.54 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.54 AM
Iteration 2 - 16th Oct : 04.54 AM
Iteration 3 - 16th Oct : 04.54 AM
Iteration 4 - 16th Oct : 04.54 AM
Iteration 5 - 16th Oct : 04.54 AM
Iteration 6 - 16th Oct : 04.54 AM
Iteration 7 - 16th Oct : 04.54 AM
Iteration 8 - 16th Oct : 04.54 AM
Iteration 9 - 16th Oct : 04.54 AM
Iteration 10 - 16th Oct : 04.54 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.54 AM
Iteration 2 - 16th Oct : 04.54 AM
Iteration 3 - 16th Oct : 04.54 AM
Iteration 4 - 16th Oct : 04.54 AM
Iteration 5 - 16th Oct : 04.54 AM
Iteration 6 - 16th Oct : 04.54 AM
Iteration 7 - 16th Oct : 04.54 AM
Iteration 8 - 16th Oct : 04.54 AM
Iteration 9 - 16th Oct : 04.54 AM
Iteration 10 - 16th Oct : 04.54 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.54 AM
Iteration 2 - 16th Oct : 04.54 AM
Iteration 3 - 16th Oct : 04.54 AM
Iteration 4 - 16th Oct : 04.55 AM
Iteration 5 - 16th Oct : 04.55 AM
Iteration 6 - 16th Oct : 04.55 AM
Iteration 7 - 16th Oct : 04.55 AM
Iteration 8 - 16th Oct : 04.55 AM
Iteration 9 - 16th Oct : 04.55 AM
Iteration 10 - 16th Oct : 04.55 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.55 AM
Iteration 2 - 16th Oct : 04.55 AM
Iteration 3 - 16th Oct : 04.55 AM
Iteration 4 - 16th Oct : 04.55 AM
Iteration 5 - 16th Oct : 04.55 AM
Iteration 6 - 16th Oct : 04.55 AM
Iteration 7 - 16th Oct : 04.55 AM
Iteration 8 - 16th Oct : 04.55 AM
Iteration 9 - 16th Oct : 04.55 AM
Iteration 10 - 16th Oct : 04.55 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.55 AM
Iteration 2 - 16th Oct : 04.55 AM
Iteration 3 - 16th Oct : 04.55 AM
Iteration 4 - 16th Oct : 04.55 AM
Iteration 5 - 16th Oct : 04.55 AM
Iteration 6 - 16th Oct : 04.55 AM
Iteration 7 - 16th Oct : 04.55 AM
Iteration 8 - 16th Oct : 04.55 AM
Iteration 9 - 16th Oct : 04.55 AM
Iteration 10 - 16th Oct : 04.55 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.55 AM
Iteration 2 - 16th Oct : 04.55 AM
Iteration 3 - 16th Oct : 04.55 AM
Iteration 4 - 16th Oct : 04.55 AM
Iteration 5 - 16th Oct : 04.56 AM
Iteration 6 - 16th Oct : 04.56 AM
Iteration 7 - 16th Oct : 04.56 AM
Iteration 8 - 16th Oct : 04.56 AM
Iteration 9 - 16th Oct : 04.56 AM
Iteration 10 - 16th Oct : 04.56 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.56 AM
Iteration 2 - 16th Oct : 04.56 AM
Iteration 3 - 16th Oct : 04.56 AM
Iteration 4 - 16th Oct : 04.56 AM
Iteration 5 - 16th Oct : 04.56 AM
Iteration 6 - 16th Oct : 04.56 AM
Iteration 7 - 16th Oct : 04.56 AM
Iteration 8 - 16th Oct : 04.56 AM
Iteration 9 - 16th Oct : 04.56 AM
Iteration 10 - 16th Oct : 04.56 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.56 AM
Iteration 2 - 16th Oct : 04.56 AM
Iteration 3 - 16th Oct : 04.56 AM
Iteration 4 - 16th Oct : 04.56 AM
Iteration 5 - 16th Oct : 04.56 AM
Iteration 6 - 16th Oct : 04.56 AM
Iteration 7 - 16th Oct : 04.56 AM
Iteration 8 - 16th Oct : 04.56 AM
Iteration 9 - 16th Oct : 04.56 AM
Iteration 10 - 16th Oct : 04.56 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.56 AM
Iteration 2 - 16th Oct : 04.56 AM
Iteration 3 - 16th Oct : 04.56 AM
Iteration 4 - 16th Oct : 04.56 AM
Iteration 5 - 16th Oct : 04.56 AM
Iteration 6 - 16th Oct : 04.57 AM
Iteration 7 - 16th Oct : 04.57 AM
Iteration 8 - 16th Oct : 04.57 AM
Iteration 9 - 16th Oct : 04.57 AM
Iteration 10 - 16th Oct : 04.57 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.57 AM
Iteration 2 - 16th Oct : 04.57 AM
Iteration 3 - 16th Oct : 04.57 AM
Iteration 4 - 16th Oct : 04.57 AM
Iteration 5 - 16th Oct : 04.57 AM
Iteration 6 - 16th Oct : 04.57 AM
Iteration 7 - 16th Oct : 04.57 AM
Iteration 8 - 16th Oct : 04.57 AM
Iteration 9 - 16th Oct : 04.57 AM
Iteration 10 - 16th Oct : 04.57 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.57 AM
Iteration 2 - 16th Oct : 04.57 AM
Iteration 3 - 16th Oct : 04.57 AM
Iteration 4 - 16th Oct : 04.57 AM
Iteration 5 - 16th Oct : 04.57 AM
Iteration 6 - 16th Oct : 04.57 AM
Iteration 7 - 16th Oct : 04.57 AM
Iteration 8 - 16th Oct : 04.57 AM
Iteration 9 - 16th Oct : 04.57 AM
Iteration 10 - 16th Oct : 04.57 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.57 AM
Iteration 2 - 16th Oct : 04.57 AM
Iteration 3 - 16th Oct : 04.57 AM
Iteration 4 - 16th Oct : 04.57 AM
Iteration 5 - 16th Oct : 04.57 AM
Iteration 6 - 16th Oct : 04.57 AM
Iteration 7 - 16th Oct : 04.57 AM
Iteration 8 - 16th Oct : 04.58 AM
Iteration 9 - 16th Oct : 04.58 AM
Iteration 10 - 16th Oct : 04.58 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.58 AM
Iteration 2 - 16th Oct : 04.58 AM
Iteration 3 - 16th Oct : 04.58 AM
Iteration 4 - 16th Oct : 04.58 AM
Iteration 5 - 16th Oct : 04.58 AM
Iteration 6 - 16th Oct : 04.58 AM
Iteration 7 - 16th Oct : 04.58 AM
Iteration 8 - 16th Oct : 04.58 AM
Iteration 9 - 16th Oct : 04.58 AM
Iteration 10 - 16th Oct : 04.58 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.58 AM
Iteration 2 - 16th Oct : 04.58 AM
Iteration 3 - 16th Oct : 04.58 AM
Iteration 4 - 16th Oct : 04.58 AM
Iteration 5 - 16th Oct : 04.58 AM
Iteration 6 - 16th Oct : 04.58 AM
Iteration 7 - 16th Oct : 04.58 AM
Iteration 8 - 16th Oct : 04.58 AM
Iteration 9 - 16th Oct : 04.58 AM
Iteration 10 - 16th Oct : 04.58 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.58 AM
Iteration 2 - 16th Oct : 04.58 AM
Iteration 3 - 16th Oct : 04.58 AM
Iteration 4 - 16th Oct : 04.58 AM
Iteration 5 - 16th Oct : 04.58 AM
Iteration 6 - 16th Oct : 04.58 AM
Iteration 7 - 16th Oct : 04.58 AM
Iteration 8 - 16th Oct : 04.58 AM
Iteration 9 - 16th Oct : 04.59 AM
Iteration 10 - 16th Oct : 04.59 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.59 AM
Iteration 2 - 16th Oct : 04.59 AM
Iteration 3 - 16th Oct : 04.59 AM
Iteration 4 - 16th Oct : 04.59 AM
Iteration 5 - 16th Oct : 04.59 AM
Iteration 6 - 16th Oct : 04.59 AM
Iteration 7 - 16th Oct : 04.59 AM
Iteration 8 - 16th Oct : 04.59 AM
Iteration 9 - 16th Oct : 04.59 AM
Iteration 10 - 16th Oct : 04.59 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.59 AM
Iteration 2 - 16th Oct : 04.59 AM
Iteration 3 - 16th Oct : 04.59 AM
Iteration 4 - 16th Oct : 04.59 AM
Iteration 5 - 16th Oct : 04.59 AM
Iteration 6 - 16th Oct : 04.59 AM
Iteration 7 - 16th Oct : 04.59 AM
Iteration 8 - 16th Oct : 04.59 AM
Iteration 9 - 16th Oct : 04.59 AM
Iteration 10 - 16th Oct : 04.59 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 04.59 AM
Iteration 2 - 16th Oct : 04.59 AM
Iteration 3 - 16th Oct : 04.59 AM
Iteration 4 - 16th Oct : 04.59 AM
Iteration 5 - 16th Oct : 04.59 AM
Iteration 6 - 16th Oct : 04.59 AM
Iteration 7 - 16th Oct : 04.59 AM
Iteration 8 - 16th Oct : 04.59 AM
Iteration 9 - 16th Oct : 05.00 AM
Iteration 10 - 16th Oct : 05.00 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.00 AM
Iteration 2 - 16th Oct : 05.00 AM
Iteration 3 - 16th Oct : 05.00 AM
Iteration 4 - 16th Oct : 05.00 AM
Iteration 5 - 16th Oct : 05.00 AM
Iteration 6 - 16th Oct : 05.00 AM
Iteration 7 - 16th Oct : 05.00 AM
Iteration 8 - 16th Oct : 05.00 AM
Iteration 9 - 16th Oct : 05.00 AM
Iteration 10 - 16th Oct : 05.00 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.00 AM
Iteration 2 - 16th Oct : 05.00 AM
